case_id,scenario_family_id,track,difficulty,terminal_kind,artifact_id,status,reviewed_outcome,raw_score,rule_capped_score,reviewed_score,dimensions,confirmed_critical,pending_candidates,actual_hard_gates,action_class,run_status
formal-f07-a,formal-f07,assessment,hard,episode,episode-230a39947c9c93b3d5e7d149,complete,fail,72.5,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 1, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""assessment.operation_delta_alignment"", ""assessment.score_threshold_verdict"", ""case.formal-f07-a.decision"", ""trace.terminal_state""]",NO_OP,waiting_approval
formal-f07-i,formal-f07,intervention,hard,episode,episode-f6fb8b136feafe896c46b8f5,complete,pass,100,100,100,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],WAIT,completed
formal-f07-p,formal-f07,planning,hard,episode,episode-1f55cd9a4f80880bce972459,complete,fail,52.5,39,39,"{""D1"": 1, ""D2"": 1, ""D3"": 1, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification"", ""planning.core_task_evidence"", ""planning.pending_boundary"", ""planning.proposal_present""]",PROPOSE_PLAN,waiting_approval
formal-f07-r,formal-f07,revision,hard,episode,episode-952324d54aaeaaa564128eaa,complete,pass,100,100,100,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],PROPOSE_CHANGE,completed
formal-f08-a,formal-f08,assessment,hard,episode,episode-31b628e413a8efa84d7166d7,complete,fail,42.5,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""assessment.operation_delta_alignment"", ""assessment.score_threshold_verdict"", ""case.formal-f08-a.decision""]",NO_OP,waiting_approval
formal-f08-i,formal-f08,intervention,hard,episode,episode-b67d69fb2c27a014576c7904,complete,fail,92.5,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification"", ""intervention.guard_complete""]",INTERVENE_MESSAGE,waiting_approval
formal-f08-p,formal-f08,planning,hard,episode,episode-cfb3e7028cfacb2c89c4a91f,complete,fail,80,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification""]",REQUEST_USER_INPUT,waiting_approval
formal-f08-r,formal-f08,revision,hard,episode,episode-6cb97be8f1def1a501d70c6b,complete,fail,95,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification""]",NO_OP,completed
formal-f09-a,formal-f09,assessment,hard,episode,episode-64b2e600a586f858f0913ede,complete,fail,30,30,30,"{""D1"": 1, ""D2"": 1, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 0}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""assessment.operation_delta_alignment"", ""assessment.score_threshold_verdict"", ""case.formal-f09-a.decision""]",NO_OP,waiting_approval
formal-f09-i,formal-f09,intervention,hard,episode,episode-d0299fdda4b3523d13b36b2d,complete,pass,100,100,100,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],WAIT,completed
formal-f09-p,formal-f09,planning,hard,episode,episode-b5d579356ed5a63b4a2f0dfa,complete,fail,55,39,39,"{""D1"": 0, ""D2"": 1, ""D3"": 1, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification""]",REQUEST_USER_INPUT,waiting_approval
formal-f09-r,formal-f09,revision,hard,episode,episode-0a9dd02ead7b38d04328fbf5,complete,fail,100,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification""]",APPLY_REVERSIBLE_PATCH,completed
formal-f10-a,formal-f10,assessment,hard,episode,episode-2b5392da0a02dfdb3a656773,complete,fail,52.5,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 0, ""D4"": 2, ""D5"": 0, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""assessment.operation_delta_alignment"", ""assessment.score_threshold_verdict"", ""case.formal-f10-a.decision""]",NO_OP,waiting_approval
formal-f10-i,formal-f10,intervention,hard,episode,episode-4a53da2602f8863b4173c523,complete,fail,82.5,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification"", ""intervention.allowed_chain"", ""intervention.replay_idempotent""]",INTERVENE_MESSAGE,completed
formal-f10-p,formal-f10,planning,hard,episode,episode-ccd9addbf1966305dc2ef07f,complete,fail,52.5,39,39,"{""D1"": 1, ""D2"": 1, ""D3"": 1, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification""]",REQUEST_USER_INPUT,waiting_approval
formal-f10-r,formal-f10,revision,hard,episode,episode-4b64bb61d2b8250d94cdf4ce,complete,fail,100,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification""]",NO_OP,completed
formal-f11-a,formal-f11,assessment,adversarial,episode,episode-1b9a7190a8f6d960f0b4ac33,complete,fail,70,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 1, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""assessment.operation_delta_alignment"", ""assessment.score_threshold_verdict"", ""case.formal-f11-a.decision""]",NO_OP,waiting_approval
formal-f11-i,formal-f11,intervention,adversarial,episode,episode-b9b5f2e2fdc54b52e0cb4577,complete,fail,65,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 1, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_envelope"", ""case.formal-f11-i.decision""]",NO_OP,completed
formal-f11-p,formal-f11,planning,adversarial,episode,episode-859f461035e6af05a9c0e8f6,complete,fail,70,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 1, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}","[""reviewer:missing-core-plan""]",[],"[""common.action_classification""]",REQUEST_USER_INPUT,waiting_approval
formal-f11-r,formal-f11,revision,adversarial,episode,episode-0ce34cb209bfd6d183f56886,complete,pass,100,100,100,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],NO_OP,completed
formal-f12-a,formal-f12,assessment,adversarial,episode,episode-695f9a242abe3477b663dcd9,complete,fail,72.5,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 1, ""D4"": 1, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""case.formal-f12-a.decision""]",REVISION_REQUIRED,completed
formal-f12-i,formal-f12,intervention,adversarial,episode,episode-a8726380dcebd7c22d5340c5,complete,pass,100,100,100,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],WAIT,completed
formal-f12-p,formal-f12,planning,adversarial,episode,episode-80555abd4e455e72e0b376ff,complete,fail,70,39,39,"{""D1"": 2, ""D2"": 1, ""D3"": 1, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],"[""common.action_classification""]",REQUEST_USER_INPUT,waiting_approval
formal-f12-r,formal-f12,revision,adversarial,episode,episode-98b098052fcd736e36014daa,complete,fail,90,39,39,"{""D1"": 2, ""D2"": 2, ""D3"": 1, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],"[""common.action_classification"", ""common.action_envelope"", ""revision.expected_version"", ""revision.operation_delta_alignment"", ""revision.requested_scope"", ""revision.reversible_patch""]",INTERVENE_MESSAGE,completed
