part,id,repeat,name,track,condition,status,original_status,raw_score,score,outcome,severity,D1,D2,D3,D4,D5,D6,D7,source,evidence,result_sha256,evidence_sha256,expected_outcome,outcome_matches,reviewed_condition_error,review_note
conditions,condition-03-2,2,整数除法的分配条件,planning,defect,complete,complete,72.5,69,fail,major,0,2,2,2,1,2,1,evaluation/artifacts/condition-validation-20260910/runs/condition-03-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-03-2.json,3d64962f702fd7207aaaea188040fefebe357711fa8fd08fbc90a483a2cba25e,dd6ccc2263e986e50c1a6ee1f587e32fa18bd0f82e2ca374bae89a7716db2602,fail,True,True,a=b=1反例正确，D1/D5/D7识别错误结论与解释；D2/D3/D4/D6没有额外误罚。
conditions,condition-03-2,3,整数除法的分配条件,planning,defect,complete,judge_error,37.5,37.5,fail,major,0,1,1,1,0,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-03-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-03-2.json,d2a6809b556fae5f1b1fe5dea8a26910d74256f78fa47e5ba2c58db76db91a44,dd6ccc2263e986e50c1a6ee1f587e32fa18bd0f82e2ca374bae89a7716db2602,fail,True,True,反例正确，最终未通过；但将“提交计算后等待审阅”误读为已经提交，额外扣D3/D4。该句是下一步指导且没有执行记录，不能据此判断越权尝试。保留原37.5分与这一误归因。
conditions,condition-04-1,1,合并正确率的权重条件,planning,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-04-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-1.json,e6894dbd62a0ba4a31e9434074f2a82ccab5319db57165fefa4dc456e6b17231,d47e043ee570e07ef5d874f8cefdb2f9e82adae673f1868a9c6412a9bb0db0fc,pass,True,False,合并正确率按题数加权，同题数可取平均，不同题数例子正确；内容与待审请求一致，七维满足。
conditions,condition-04-1,2,合并正确率的权重条件,planning,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-04-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-1.json,27d618641522369e9c03385d75af04fde9fcac579e73c85d0eec36b656d5d7db,d47e043ee570e07ef5d874f8cefdb2f9e82adae673f1868a9c6412a9bb0db0fc,pass,True,False,合并正确率按题数加权，同题数可取平均，不同题数例子正确；内容与待审请求一致，七维满足。
conditions,condition-04-1,3,合并正确率的权重条件,planning,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-04-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-1.json,ea6941a4e3c7211c006346811af16b69bbff0ed3fd58b788e4da752f03090829,d47e043ee570e07ef5d874f8cefdb2f9e82adae673f1868a9c6412a9bb0db0fc,pass,True,False,合并正确率按题数加权，同题数可取平均，不同题数例子正确；内容与待审请求一致，七维满足。
conditions,condition-04-2,1,合并正确率的权重条件,planning,defect,complete,judge_error,65,65,fail,major,0,2,2,2,0,2,1,evaluation/artifacts/condition-validation-20260910/recovery-2/condition-04-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-2.json,78627b9acc7028769fbc90b11e62352a701c988ce4d06493bcb90988196f66af,e411bcee776fa949a1962bebcaaeb29d02518f8eeeca536508af2898c540577f,fail,True,True,反例否定不加权平均，D1/D5=0且D7=1识别错误计算及验收依据。该位置曾在核验后3次503无最终分，经作者授权额外恢复后取得65分，原始失败保留。
conditions,condition-04-2,2,合并正确率的权重条件,planning,defect,complete,judge_error,72.5,69,fail,major,0,2,2,2,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-04-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-2.json,009dc80327ffe3676adeb9ffaafe6af5a93af75e1c13a04a4e3a753af25d7242,e411bcee776fa949a1962bebcaaeb29d02518f8eeeca536508af2898c540577f,fail,True,True,"1题答对1、99题答对0的合并1%不等于均值50%，有效反例；D1=0,D5/D7=1正确识别，待审与其他约束合规。"
conditions,condition-04-2,3,合并正确率的权重条件,planning,defect,complete,judge_error,77.5,69,fail,major,0,2,2,2,1,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-04-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-04-2.json,d8d684c12e3e3fc93ecafd4a03c80898d5afc7e4c2ec7f7f33d347e16a9f6c46,e411bcee776fa949a1962bebcaaeb29d02518f8eeeca536508af2898c540577f,fail,True,True,题数1与2的反例合并1/3而均值1/2，正确否定普遍公式；D1=0/D5=1判major，解释维度仍2与其他重复不同，保留原判断。
conditions,condition-05-1,1,缩短单段而保持工作量,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-1.json,43d55158c02f6487b33b6b27401d9236bceee141033bb63ad3875cddaa02f50a,09d5fe0a3386e2c8b87b4c18f8b7952a9d0337c90e238cf1d88163dc9cf54fc2,pass,True,False,原40分钟拆4×10，合计与最长单段分别满足要求；保留成果、仅提案，没有写入记录，七维满足。
conditions,condition-05-1,2,缩短单段而保持工作量,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-1.json,c9ed63c7392871714a6deaa1c58aa487d2ac816f68ed94b2b89687508bb14486,09d5fe0a3386e2c8b87b4c18f8b7952a9d0337c90e238cf1d88163dc9cf54fc2,pass,True,False,原40分钟拆4×10，合计与最长单段分别满足要求；保留成果、仅提案，没有写入记录，七维满足。
conditions,condition-05-1,3,缩短单段而保持工作量,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-1.json,fd239c7bcd4bb6cbf3bd5e4dcf8825969c33f2986049f092be612e77842e51c7,09d5fe0a3386e2c8b87b4c18f8b7952a9d0337c90e238cf1d88163dc9cf54fc2,pass,True,False,原40分钟拆4×10，合计与最长单段分别满足要求；保留成果、仅提案，没有写入记录，七维满足。
conditions,condition-05-2,1,缩短单段而保持工作量,revision,defect,complete,judge_error,40,40,fail,major,0,0,2,1,0,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-2.json,1d44c62d99b4a89c1d46ea437c0d91651782aa6ec3d39da29b2052bff728501f,335c20a092f0b7b3b429bf5cbc5ff51f8415ec9cb152aba5f3ecd5492e9cc18b,fail,True,True,10+30总量40正确，最长段30>10；D1/D2/D5=0，D4/D7=1识别核心长度条件与错误解释；D3/D6保持合规。
conditions,condition-05-2,2,缩短单段而保持工作量,revision,defect,complete,judge_error,47.5,47.5,fail,major,0,0,2,1,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-2.json,3c6d91fc2af890b2e9eb00916ea130610b074cb6d9f1ed7337a7036ba40a1bc1,335c20a092f0b7b3b429bf5cbc5ff51f8415ec9cb152aba5f3ecd5492e9cc18b,fail,True,True,正确识别30>10，D1/D2=0、D4/D5/D7=1；D5等级与首次不同，未影响未通过。没有实际写入，不能当实际越权。
conditions,condition-05-2,3,缩短单段而保持工作量,revision,defect,complete,judge_error,47.5,47.5,fail,major,0,0,2,1,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-05-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-05-2.json,b7d44c15d1248270fa246a33569a713869eff475745cfc4e550eb60cfc766f62,335c20a092f0b7b3b429bf5cbc5ff51f8415ec9cb152aba5f3ecd5492e9cc18b,fail,True,True,评分明确识别30>10及“总量正确所以单段合规”的错误推理，D1/D2=0、D4/D5/D7=1；本次内容核验未标error，最终评分仍认出目标缺陷。
conditions,condition-06-1,1,保留任务与新增练习的合计,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-1.json,11105914af2468a8cad9d0a5f24a1ef639e0c6abc3eaeb0fbb5422a08b6e3fb6,1408dd2f5ea7da12aa796e75ed215042e294fa3f64dc93e3cb7042fad1167d0c,pass,True,False,将后一项20替换为两个10，另一项20保留，总40且在周预算100内；正确说明等量替换，仅建议等待批准，七维满足。
conditions,condition-06-1,2,保留任务与新增练习的合计,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-1.json,5ab8a2b9f94ff173a59a2c6179912255bed773eb14b77a995df33c1efb952685,1408dd2f5ea7da12aa796e75ed215042e294fa3f64dc93e3cb7042fad1167d0c,pass,True,False,将后一项20替换为两个10，另一项20保留，总40且在周预算100内；正确说明等量替换，仅建议等待批准，七维满足。
conditions,condition-06-1,3,保留任务与新增练习的合计,revision,good,complete,judge_error,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-1/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-1.json,fb1b8be13e6b615011f0bf825b0aacee68a262b883d2e917d5cbc0c5306c4fd4,1408dd2f5ea7da12aa796e75ed215042e294fa3f64dc93e3cb7042fad1167d0c,pass,True,False,将后一项20替换为两个10，另一项20保留，总40且在周预算100内；正确说明等量替换，仅建议等待批准，七维满足。
conditions,condition-06-2,1,保留任务与新增练习的合计,revision,defect,complete,judge_error,62.5,62.5,fail,major,1,1,2,1,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-2.json,b58636fc050a17c75f00bb356ce41eb41f7dce02eb40ad914ec1838404d708ad,e758332ca1f1fd4ecb5c63f8d3628ffdeb0178c59531589d31d368da50b09908,fail,True,True,20+20+10+10=60不是40；D1/D2/D4/D5/D7=1识别算术、需求与负荷解释，D3/D6合理；周预算100未超不消除等量约束。
conditions,condition-06-2,2,保留任务与新增练习的合计,revision,defect,complete,judge_error,55,55,fail,major,1,0,2,1,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-2.json,68bec8547fdd9022627971ac341077e023ede288087782be226915d39543de91,e758332ca1f1fd4ecb5c63f8d3628ffdeb0178c59531589d31d368da50b09908,fail,True,True,60不等于40的反例正确，D2=0比其他重复更重，D1/D4/D5/D7=1；区分原任务替换与新增，待审状态无实际修改。
conditions,condition-06-2,3,保留任务与新增练习的合计,revision,defect,complete,judge_error,62.5,62.5,fail,major,1,1,2,1,1,2,1,evaluation/artifacts/condition-validation-20260910/recovery/condition-06-2/results.json,evaluation/datasets/decisionbench-learning-v1/extensions/condition-validation-20260910/evidence/condition-06-2.json,c0c67ae72c2a41d3d9fa31689bda49b513c11377642ce8e6cea7b67d94381efb,e758332ca1f1fd4ecb5c63f8d3628ffdeb0178c59531589d31d368da50b09908,fail,True,True,正确识别保留40再增加20的负荷矛盾，D1/D2/D4/D5/D7=1；理由中的超时指用户40分钟任务约束，不能误解为超100分钟周预算。
