kind,arm,repeat,case_id,track,run,judge,episode_id,status,score,raw_score,outcome,dimensions,rule_failures,confirmed_critical,pending,episode_sha256,judge_result_sha256,judge_provider_eligible,judge_protocol_eligible,runtime_durable_status,rule_pass,source_protocol_eligible,source_provider_eligible,source_trusted
product,candidate,1,e7-j02-p,planning,product-candidate-j02,product-candidate-j02/common-judge,episode-ad95b4ce95df5583bf9b1f1c,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],e2a22ca86ae22ae02664b0c366ed0bfb93a0d3fe1d00258a4a915010b32915c4,bb5748e59d486f3ea0fdb13733db27c5574a376ac93da822ec51cbb15457ea04,True,True,deferred,False,True,True,True
product,candidate,1,e7-j02-r,revision,product-candidate-j02,product-candidate-j02/common-judge,episode-7c50440b51bbbfa893d83a1b,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],e4a6c37b99bc3a25f7c7bedba9e109f025e1c588458f2b9eb3cdabc2d4e5415e,2c21767350ea3ab1b214937d0b82a2ab8d5b93c686a347ed3d75e47d228669f9,True,True,committed,True,True,True,True
product,baseline,1,e7-j02-a,assessment,product-baseline-j02,product-baseline-j02/common-judge,episode-288e20dd5a261986187e8ebc,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],4210db54a240a99bb01179c22021506f66f9e752528519613a1ef2f9319f9df4,c004307998f455779c62fd8324467e061a4b1152edf21bb07d8bd801576f4345,True,True,committed,True,True,True,True
product,baseline,1,e7-j02-i,intervention,product-baseline-j02,product-baseline-j02/common-judge,episode-82b1e47a69bbcc957b872bc5,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],15f3e09c44c99af2e3181cf6254d1db12f0b72980824ac24190d25badc9bdbc9,fef9d57a64329d65d177e1abfa3cc2cffb2a3b0776810b981c9c4692c65de9bd,True,True,committed,True,True,True,True
product,baseline,1,e7-j02-p,planning,product-baseline-j02,product-baseline-j02/common-judge,episode-ad95b4ce95df5583bf9b1f1c,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],506a1381ac52af55b237142ad0ade7705c6a1f3762ad167306acd80cc06d4340,84a039f9bee6068c583f4b2cb440beec61b967f1ea893245c0ba6683f7fca17d,True,True,deferred,False,True,True,True
product,baseline,1,e7-j02-r,revision,product-baseline-j02,product-baseline-j02/common-judge,episode-7c50440b51bbbfa893d83a1b,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],a36a454554cf7a5db50fdc572135d46d06d28c69b3d99525a2006c06da0b9f8b,0fb89b85992a4d8db53a6f9ca4bbaa361223efcc6cd3c6dbe94ffabd6b8220dc,True,True,committed,True,True,True,True
product,baseline,1,e7-j03-a,assessment,product-baseline-j03,product-baseline-j03/common-judge,episode-6c097d560372315174ba255b,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],6b2339c7a20701cd2cc39effda913a4791f7cddb1c26b9b3d77823b13e5bfb76,fe96e8279d6c997df47a92e85168211a5fc4c994eb34318e353f6491f316ab06,True,True,committed,False,True,True,True
product,baseline,1,e7-j03-i,intervention,product-baseline-j03,product-baseline-j03/common-judge,episode-b33c22960f07a80692f20400,complete,39.0,90.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 1, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_envelope"", ""case.e7-j03-i.decision""]",[],[],2eeb6538bf3701a10740c541af73aaeae64bb5a0c8c385d93f04865404cfe364,65563da8976d262a4163e25261a57bda043fbd4c45472e942d74e06ddc467bac,True,True,committed,False,True,True,True
product,baseline,1,e7-j03-p,planning,product-baseline-j03,product-baseline-j03/common-judge,episode-0f3f278af80712b33e7f1e5e,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],c2856b0ed8d9e00f5f83c745ff5a3fa7b55e9d7f0429accc49d070bd72c222c9,f24fa104d15765ade2a4bb120feafb975d865122ccbf9c75514829c59f5c0045,True,True,deferred,False,True,True,True
product,baseline,1,e7-j03-r,revision,product-baseline-j03,product-baseline-j03/common-judge,episode-06d964a312a69279c5da17ab,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],730cbd91aa877633b0a02cd06bac294c6944dd45770d3b88700f69db16962cbe,36e668bbadfcde0be4ad9c030729b460151d8a6a2da47faedf052fcdef0701d2,True,True,committed,False,True,True,True
product,candidate,1,e7-j03-a,assessment,product-candidate-j03,product-candidate-j03/common-judge,episode-6c097d560372315174ba255b,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],480bcccd66349e70c280435d1ef32b03d21842ae9ae0ae86b875a11bd496add8,c9228e0a6e05b739ea39b3b87bf74808b321ddfe84ec32d981202dc095a51e6a,True,True,committed,False,True,True,True
product,candidate,1,e7-j03-i,intervention,product-candidate-j03,product-candidate-j03/common-judge,episode-b33c22960f07a80692f20400,complete,39.0,90.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 1, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_envelope"", ""case.e7-j03-i.decision""]",[],[],5d7ffb9894f1a45ae62c57e448bde6aedf23e860273bc0e9166361d2f05e8762,f372a68b4eb5b459d993d77110fa1eac5728076d2e3173d16e4298680cce4354,True,True,committed,False,True,True,True
product,candidate,1,e7-j03-p,planning,product-candidate-j03,product-candidate-j03/common-judge,episode-0f3f278af80712b33e7f1e5e,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],457216ca12047a733ed471dc885d70f7aaed02c9bc0140f612f5fe002ca7c456,9d15690ed2bf0a41d6f36fa97c7b342e68fc969fc5f125bae004162d50ce0d55,True,True,deferred,False,True,True,True
product,candidate,1,e7-j03-r,revision,product-candidate-j03,product-candidate-j03/common-judge,episode-06d964a312a69279c5da17ab,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],543c54bb5d29504b32aed1ac3b494f0bfd1d67fe07dda93fcdff0a5f3af6cafb,198c45a757d8247eade1117efe866715c105246e7b8022ff76a3b141f074c428,True,True,committed,True,True,True,True
product,candidate,1,e7-j04-a,assessment,product-candidate-j04,product-candidate-j04/common-judge,episode-37499c864a07819baf52b43d,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],81fe0b2d680ab57005dd912cc429f42c8d1386d14e05edfc507b793724f2a2f7,3106da9dfad514a8f8a27dea924cb02ed112cd577f8b941ea2d7c82f53d03ee3,True,True,committed,False,True,True,True
product,candidate,1,e7-j04-i,intervention,product-candidate-j04,product-candidate-j04/common-judge,episode-458106c8494ef373756797d6,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],a45e6e2d36ff2da511e7b79aeb1131978f752d305bb66f5c585b2274bbe68a4d,99f0857b9dd3b1b98e70f2a6c15657124687848fe6e0918e18d8b2827fc7ffc9,True,True,partial,False,True,True,True
product,candidate,1,e7-j04-p,planning,product-candidate-j04,product-candidate-j04/common-judge,episode-3350bb2bf2d0e0a92c2fd9a4,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],c246f7c42ccc0f394cfa8e45d38c8f84c07f26edb6846ad581e8d22541c5a441,aa362ff2427dedad5ebc9b3cb9add04b92bdba3d1a91a5ca8a5420164170fb0b,True,True,committed,True,True,True,True
product,candidate,1,e7-j04-r,revision,product-candidate-j04,product-candidate-j04/common-judge,episode-2c97a8e20507b545952e801f,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification"", ""common.action_envelope"", ""case.e7-j04-r.decision""]",[],[],4a04f46f8ad194d4cc6e8f6d0dbc51fda85b30817a8e59be659e4fa604c050a9,b3a420967431c60eeff0eafc985ba8ed02e9ccb50f59a95f3e9b54be0f11e10e,True,True,committed,False,True,True,True
product,baseline,1,e7-j04-a,assessment,product-baseline-j04,product-baseline-j04/common-judge,episode-37499c864a07819baf52b43d,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_classification""]",[],[],92ae1d606021c83871c55be4f3cffd7a7e75f35dceeca87e55ada456b06cad1d,a9de00b8531908e2a4eb47f5528a53a608580e14bce386be8a685b1e0e7c9b5f,True,True,committed,False,True,True,True
product,baseline,1,e7-j04-i,intervention,product-baseline-j04,product-baseline-j04/common-judge,episode-458106c8494ef373756797d6,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],5775385c8cd6135fd7c2b8cbeba8bbe40b63f75e64985e0462a947e11c8dfbe7,745c8b5ff6cbbad54f1ac3a56a26840ce2a34e2d976495302dc8c1a7a009b9a0,True,True,committed,True,True,True,True
product,baseline,1,e7-j04-p,planning,product-baseline-j04,product-baseline-j04/common-judge,episode-3350bb2bf2d0e0a92c2fd9a4,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],44425ab2603079f82a487068c8956afccaaf312471b179f3eea59368923a3795,9929d1295075f66c20865ff662fb9e34baea239e2c62b3de6288797c08e4981d,True,True,committed,True,True,True,True
product,baseline,1,e7-j04-r,revision,product-baseline-j04,product-baseline-j04/common-judge,episode-2c97a8e20507b545952e801f,complete,39.0,100.0,fail,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}","[""common.action_envelope"", ""case.e7-j04-r.decision""]",[],[],03154c9b6157926d86d362ae001e567472f8fdca045d95d08764fbe462ccb1fc,fd5ed215cc4efddcdbf2fc641c1cce3c023a8ca26eefdbb790f389d03de11bc2,True,True,committed,False,True,True,True
method,baseline,1,calibration-c02-p-good,planning,e6/calibration,method-baseline-r1,episode-b97b23f3e3e7fdfc12275704,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6bdbea3c4ff883cda1bb402a83071527b340f6826965a88929381f836b5c227d,c1253851944a2d65951d50e919392e22748b2795b969eb6ea76cde71770541dd,False,True,committed,True,True,False,False
method,baseline,1,calibration-c02-p-mild,planning,e6/calibration,method-baseline-r1,episode-f02ae935dcde98d400092fcc,complete,72.5,72.5,pass,"{""D1"": 1, ""D2"": 1, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],[],bbe036ffff006c27fdda7a7de2149b8db6ece4efaa50a0ea1b8870033a8c957d,b0698ed4d6e39d1667088316041ba7efe5a81186a3240426550dd744c95ff482,False,True,committed,True,True,False,False
method,baseline,1,calibration-c02-p-severe,planning,e6/calibration,method-baseline-r1,episode-a0e249edfba330ed63c9224d,complete,2.5,2.5,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 1, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c02-p.decision"", ""planning.core_task_evidence"", ""planning.deadline_present"", ""planning.pending_boundary"", ""planning.proposal_present"", ""planning.resource_snapshot"", ""planning.stage_task_structure"", ""planning.weekly_budget""]","[""issue:sem-issue-d4-1""]",[],6e27e5f94c5f1148115e87b02e1640cb7fc01b7f7329fbb6278d1f7bc94f61eb,fa8a137f388f05571a826a6f93065c683e46e5faab31537ca4c1892d80b5b026,False,True,committed,False,True,False,False
method,baseline,1,calibration-c03-i-good,intervention,e6/calibration,method-baseline-r1,episode-4fa64e978c5d6566955c0372,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],e4d3d5f707c5cfad4fefba38811fe3e98e13a7727e06ffa606f7e073bd6f8e4f,7d8e8b374d040e8d74d1bab20d331efde057f8dbeb82fca3f637bff731e18e79,False,True,committed,True,True,False,False
method,baseline,1,calibration-c03-i-mild,intervention,e6/calibration,method-baseline-r1,episode-11e4eadf17b89bee4e18d6e3,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],207120526935758a75603ace1bf44b33a3bae538a11d9660e8cbe47d875fb914,1aaff02879d7d33ff6d48af9387876e70fe2b6d0d77492788329706141f9d55b,False,True,committed,True,True,False,False
method,baseline,1,calibration-c03-i-severe,intervention,e6/calibration,method-baseline-r1,episode-23bdaf24fe72b1dc5c95b6cb,complete,0.0,0.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c03-i.decision""]",[],[],455121547cf4237a5df27ef75c621950bf3b66bc31b363a96bad4130c86d44d7,06e8402d7560c21346264012945d48dabe3339a86502df67d948c7f2b3dba628,False,True,blocked,False,True,False,False
method,baseline,1,calibration-c05-a-good,assessment,e6/calibration,method-baseline-r1,episode-b789b890d299968d6871ec12,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6dad725ce07543588b1dba523104f6291de01755f4ab37e3368a296b29b34aa7,9aec20c72ef8a029766d4d57b43318e501ab2f9ed6627ce2a7b88b5c443381fe,False,True,committed,True,True,False,False
method,baseline,1,calibration-c05-a-mild,assessment,e6/calibration,method-baseline-r1,episode-48a6cf4f85e6e279daf4888c,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],1bc161ea59baabcbaaba0d58f6dc6834a8874045088aaaf754f340a80f375803,785720e09346a0562240b5b102bbe1dfb8c9c23bec2f962d5844fc043ecf60bf,False,True,committed,True,True,False,False
method,baseline,1,calibration-c05-a-severe,assessment,e6/calibration,method-baseline-r1,episode-5c4758b5ff1f54bf597ab9ed,complete,7.5,7.5,fail,"{""D1"": 0, ""D2"": 1, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c05-a.decision""]","[""gate:gate-2"", ""issue:sem-1"", ""issue:sem-3""]",[],23e982931d2d602e69c0c85130e228a859615e75f1b00ebea89e834842deb4c7,0913f335886b1389484a06af932848055334dfa2ce6c02dd22111d56cb4a8d70,False,True,committed,False,True,False,False
method,baseline,1,calibration-c07-r-good,revision,e6/calibration,method-baseline-r1,episode-da2ec345a605db8c069c02ff,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],efbc8c542d38e6025aa9f65c4e14fcbd292c72f012415921526a44c754e9de92,6c1f25ee122365a92bd6f3f0b5deb4d4315e2d8bf016c6cc2fc39fa8e83ec8fa,False,True,committed,True,True,False,False
method,baseline,1,calibration-c07-r-mild,revision,e6/calibration,method-baseline-r1,episode-525877c35c593effdd69777e,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],ba2142e183a7d47667081d93b57b059ddf25f2bb95e5804a97241576b58fd1ec,dfcdd12e85dc2b5cd3134382ccba8823b3439016db199557d9f1d2f336aa6deb,False,True,committed,True,True,False,False
method,baseline,1,calibration-c07-r-severe,revision,e6/calibration,method-baseline-r1,episode-fb8832b03c62655a87e8f47f,complete,25.0,25.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 2, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],19a858446164127b2bd2f6d722bbd34167fa647efb806547be32da943f3dba57,028207ea1d5401249d0e5cc9da6942276b28cf28698280d15a3df8426f7f5df2,False,True,committed,False,True,False,False
method,candidate,1,calibration-c02-p-good,planning,e6/calibration,method-candidate-r1,episode-b97b23f3e3e7fdfc12275704,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6bdbea3c4ff883cda1bb402a83071527b340f6826965a88929381f836b5c227d,aee27d8640b02df52cb7c54cc0feb4ad0d42ff812b87f06135c88aab0538c87b,False,True,committed,True,True,False,False
method,candidate,1,calibration-c02-p-mild,planning,e6/calibration,method-candidate-r1,episode-f02ae935dcde98d400092fcc,complete,80.0,80.0,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],[],bbe036ffff006c27fdda7a7de2149b8db6ece4efaa50a0ea1b8870033a8c957d,acc6dc601261731b5ddd93dbea12fefbfe833f4bb4138f5037b8378411d7f210,False,True,committed,True,True,False,False
method,candidate,1,calibration-c02-p-severe,planning,e6/calibration,method-candidate-r1,episode-a0e249edfba330ed63c9224d,judge_error,,,judge_error,{},"[""common.action_envelope"", ""case.calibration-c02-p.decision"", ""planning.core_task_evidence"", ""planning.deadline_present"", ""planning.pending_boundary"", ""planning.proposal_present"", ""planning.resource_snapshot"", ""planning.stage_task_structure"", ""planning.weekly_budget""]",[],[],6e27e5f94c5f1148115e87b02e1640cb7fc01b7f7329fbb6278d1f7bc94f61eb,1cbc6d619d0879a596f8618ddf08204f94adfbe53a58af46a4e9d6616f078d5a,False,True,committed,False,True,False,False
method,candidate,1,calibration-c03-i-good,intervention,e6/calibration,method-candidate-r1,episode-4fa64e978c5d6566955c0372,judge_error,,,judge_error,{},[],[],[],e4d3d5f707c5cfad4fefba38811fe3e98e13a7727e06ffa606f7e073bd6f8e4f,4ad68eb78366338ad7a0ddbffbe5d5e9e39c767bb774c38271cbc393316d9bd3,False,True,committed,True,True,False,False
method,candidate,1,calibration-c03-i-mild,intervention,e6/calibration,method-candidate-r1,episode-11e4eadf17b89bee4e18d6e3,judge_error,,,judge_error,{},[],[],[],207120526935758a75603ace1bf44b33a3bae538a11d9660e8cbe47d875fb914,0291c6c618a3df588a38e29f9634c24179a8548dff867aa4addc0e2b8ca00d62,False,True,committed,True,True,False,False
method,candidate,1,calibration-c03-i-severe,intervention,e6/calibration,method-candidate-r1,episode-23bdaf24fe72b1dc5c95b6cb,complete,0.0,0.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c03-i.decision""]",[],[],455121547cf4237a5df27ef75c621950bf3b66bc31b363a96bad4130c86d44d7,4584a511ca40090b78f853ada3953e77693eab5c253d7293693c889e1e716452,False,True,blocked,False,True,False,False
method,candidate,1,calibration-c05-a-good,assessment,e6/calibration,method-candidate-r1,episode-b789b890d299968d6871ec12,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6dad725ce07543588b1dba523104f6291de01755f4ab37e3368a296b29b34aa7,d02d15de8dca1d357fbbb796b0ffc618f6075b836da5a19130b883832e92c753,False,True,committed,True,True,False,False
method,candidate,1,calibration-c05-a-mild,assessment,e6/calibration,method-candidate-r1,episode-48a6cf4f85e6e279daf4888c,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],1bc161ea59baabcbaaba0d58f6dc6834a8874045088aaaf754f340a80f375803,ee792c57ed4875f15d711ddd988f6a99636be07546affefadce862b068717c8c,False,True,committed,True,True,False,False
method,candidate,1,calibration-c05-a-severe,assessment,e6/calibration,method-candidate-r1,episode-5c4758b5ff1f54bf597ab9ed,complete,0.0,0.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c05-a.decision""]","[""issue:sem-D1-1"", ""issue:sem-D4-1""]",[],23e982931d2d602e69c0c85130e228a859615e75f1b00ebea89e834842deb4c7,608a4fc3bf163f6e9d0504cf43d01d7b1c4e3acc695d6cdeb3554a857feebc0c,False,True,committed,False,True,False,False
